 TIME                    	APP_anual_FF             	L_anual_FF               	H_anual_FF               	C_anual_FF               	DHW_anual_FF             	
  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.0000000000000000E+00	  +9.0933793077600594E-04	  +1.4656728444802580E-04	  +3.2827720636416720E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +2.0000000000000000E+00	  +8.5265071304087129E-04	  +0.0000000000000000E+00	  +5.3728444531134754E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +3.0000000000000000E+00	  +8.5920956467964711E-04	  +0.0000000000000000E+00	  +5.5820030864909345E-03	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +4.0000000000000000E+00	  +9.1261735659539395E-04	  +2.9313456889605159E-04	  +5.3986393943346112E-03	  +0.0000000000000000E+00	  +7.2440917961117662E-03	
  +5.0000000000000000E+00	  +9.4634859359481248E-04	  +1.4656728444802580E-04	  +2.5690346448673483E-03	  +0.0000000000000000E+00	  -3.5034165655193507E-21	
  +6.0000000000000000E+00	  +1.2040177651181539E-03	  +1.6122401289282834E-03	  +4.2349428075741172E-03	  +0.0000000000000000E+00	  +3.1274390769843690E-21	
  +7.0000000000000000E+00	  +9.1589678241478186E-04	  +1.3191055600322321E-03	  +4.0172937888523080E-03	  +0.0000000000000000E+00	  +9.4833355081972814E-04	
  +8.0000000000000000E+00	  +9.0933793077600615E-04	  +1.3191055600322321E-03	  +4.2826854750896157E-03	  +0.0000000000000000E+00	  +3.7939657836584339E-04	
  +9.0000000000000000E+00	  +9.1636527181754941E-04	  +1.1725382755842064E-03	  +3.9104962219196314E-03	  +0.0000000000000000E+00	  -6.1386587290396553E-22	
  +1.0000000000000000E+01	  +1.7737008788861119E-03	  +2.9313456889605146E-03	  +7.1905731960198631E-03	  +0.0000000000000000E+00	  +1.8970231402271452E-04	
  +1.1000000000000000E+01	  +9.9464985102037506E-03	  +2.9313456889605146E-03	  +3.0143817812399100E-03	  +0.0000000000000000E+00	  +1.0891683160827611E-02	
  +1.2000000000000000E+01	  +1.5820887131533063E-03	  +1.1725382755842064E-03	  +2.7962207539709849E-03	  +0.0000000000000000E+00	  +7.5939610461472126E-04	
